=== Run 1 ===
Message ID | Bytes | Avg Latency | Num Latencies
ID 760001   | 37    bytes | 4205.68     | 88 latencies
ID 760002   | 736   bytes | 8816.61     | 88 latencies
ID 760003   | 38    bytes | 9723.95     | 88 latencies
ID 770001   | 37    bytes | 3921.49     | 88 latencies
ID 770002   | 736   bytes | 8560.33     | 88 latencies
ID 770003   | 38    bytes | 9886.38     | 88 latencies
ID 780001   | 37    bytes | 4437.51     | 88 latencies
ID 780002   | 736   bytes | 9155.15     | 88 latencies
ID 780003   | 38    bytes | 9886.81     | 88 latencies
ID 790001   | 37    bytes | 3922.80     | 88 latencies
ID 790002   | 736   bytes | 9361.84     | 88 latencies
ID 790003   | 38    bytes | 9813.90     | 88 latencies
ID 800001   | 37    bytes | 4303.66     | 88 latencies
ID 800002   | 736   bytes | 8890.98     | 88 latencies
ID 800003   | 38    bytes | 9880.64     | 88 latencies
ID 810001   | 37    bytes | 4267.09     | 88 latencies
ID 810002   | 736   bytes | 8794.86     | 88 latencies
ID 810003   | 38    bytes | 9896.94     | 88 latencies
ID 820001   | 37    bytes | 4459.36     | 88 latencies
ID 820002   | 736   bytes | 8921.98     | 88 latencies
ID 820003   | 38    bytes | 9897.10     | 88 latencies
ID 830001   | 37    bytes | 3978.58     | 88 latencies
ID 830002   | 736   bytes | 8710.01     | 88 latencies
ID 830003   | 38    bytes | 9818.01     | 88 latencies
ID 840001   | 37    bytes | 3966.88     | 88 latencies
ID 840002   | 736   bytes | 9193.93     | 88 latencies
ID 840003   | 38    bytes | 9880.94     | 88 latencies
ID 850001   | 37    bytes | 3523.60     | 88 latencies
ID 850002   | 736   bytes | 9644.86     | 88 latencies
ID 850003   | 38    bytes | 9528.92     | 88 latencies
ID 860001   | 37    bytes | 4343.00     | 88 latencies
ID 860002   | 736   bytes | 9759.75     | 88 latencies
ID 860003   | 38    bytes | 9870.77     | 88 latencies
ID 870001   | 37    bytes | 3426.47     | 88 latencies
ID 870002   | 736   bytes | 8014.64     | 88 latencies
ID 870003   | 38    bytes | 9732.68     | 88 latencies
=== Run 3 ===
Message ID | Bytes | Avg Latency | Num Latencies
-----------------------------------------------
ID 1        | 37    bytes | 5293.42     | 88 latencies
ID 2        | 736   bytes | 7544.56     | 88 latencies
ID 3        | 38    bytes | 9138.32     | 88 latencies
ID 10001    | 37    bytes | 4145.81     | 88 latencies
ID 10002    | 736   bytes | 9308.98     | 88 latencies
ID 10003    | 38    bytes | 9201.17     | 88 latencies
ID 20001    | 37    bytes | 5666.22     | 88 latencies
ID 20002    | 736   bytes | 6436.72     | 88 latencies
ID 20003    | 38    bytes | 9145.28     | 88 latencies
ID 30001    | 37    bytes | 5300.52     | 88 latencies
ID 30002    | 736   bytes | 6759.65     | 88 latencies
ID 30003    | 38    bytes | 9145.60     | 88 latencies
ID 40001    | 37    bytes | 5410.15     | 88 latencies
ID 40002    | 736   bytes | 8573.99     | 88 latencies
ID 40003    | 38    bytes | 9227.84     | 88 latencies
ID 50001    | 37    bytes | 5493.06     | 88 latencies
ID 50002    | 736   bytes | 8687.48     | 88 latencies
ID 50003    | 38    bytes | 9199.07     | 88 latencies
ID 60001    | 37    bytes | 5572.45     | 88 latencies
ID 60002    | 736   bytes | 8647.77     | 88 latencies
ID 60003    | 38    bytes | 8881.30     | 88 latencies
ID 70001    | 37    bytes | 5523.06     | 88 latencies
ID 70002    | 736   bytes | 9220.07     | 88 latencies
ID 70003    | 38    bytes | 9120.07     | 88 latencies
ID 80001    | 37    bytes | 5623.24     | 88 latencies
ID 80002    | 736   bytes | 9143.98     | 88 latencies
ID 80003    | 38    bytes | 9196.85     | 88 latencies
ID 90001    | 37    bytes | 5525.77     | 88 latencies
ID 90002    | 736   bytes | 8605.10     | 88 latencies
ID 90003    | 38    bytes | 9203.07     | 88 latencies
ID 100001   | 37    bytes | 5585.98     | 88 latencies
ID 100002   | 736   bytes | 8867.61     | 88 latencies
ID 100003   | 38    bytes | 9104.16     | 88 latencies
ID 110001   | 37    bytes | 5145.33     | 88 latencies
ID 110002   | 736   bytes | 9245.26     | 88 latencies
ID 110003   | 38    bytes | 9211.40     | 88 latencies
ID 120001   | 37    bytes | 4480.81     | 88 latencies
ID 120002   | 736   bytes | 8318.78     | 88 latencies
ID 120003   | 38    bytes | 9197.01     | 88 latencies
ID 130001   | 37    bytes | 5568.19     | 88 latencies
ID 130002   | 736   bytes | 6703.32     | 88 latencies
ID 130003   | 38    bytes | 8911.57     | 88 latencies
ID 140001   | 37    bytes | 5612.75     | 88 latencies
ID 140002   | 736   bytes | 6724.18     | 88 latencies
ID 140003   | 38    bytes | 8999.66     | 88 latencies
ID 150001   | 37    bytes | 5690.75     | 88 latencies
ID 150002   | 736   bytes | 8096.69     | 88 latencies
ID 150003   | 38    bytes | 9154.84     | 88 latencies
ID 160001   | 37    bytes | 5591.24     | 88 latencies
ID 160002   | 736   bytes | 9170.51     | 88 latencies
ID 160003   | 38    bytes | 9153.66     | 88 latencies
ID 170001   | 37    bytes | 5657.97     | 88 latencies
ID 170002   | 736   bytes | 8479.83     | 88 latencies
ID 170003   | 38    bytes | 9140.42     | 88 latencies
ID 180001   | 37    bytes | 5647.75     | 88 latencies
ID 180002   | 736   bytes | 7158.09     | 88 latencies
ID 180003   | 38    bytes | 9203.60     | 88 latencies
ID 190001   | 37    bytes | 5482.51     | 88 latencies
ID 190002   | 736   bytes | 8707.80     | 88 latencies
ID 190003   | 38    bytes | 9227.51     | 88 latencies
ID 200001   | 37    bytes | 4669.41     | 88 latencies
ID 200002   | 736   bytes | 9161.15     | 88 latencies
ID 200003   | 38    bytes | 9100.67     | 88 latencies
ID 210001   | 37    bytes | 5510.65     | 88 latencies
ID 210002   | 736   bytes | 9325.69     | 88 latencies
ID 210003   | 38    bytes | 9205.16     | 88 latencies
ID 220001   | 37    bytes | 5078.45     | 88 latencies
ID 220002   | 736   bytes | 7493.32     | 88 latencies
ID 220003   | 38    bytes | 9210.98     | 88 latencies
ID 230001   | 37    bytes | 3972.00     | 88 latencies
ID 230002   | 736   bytes | 8928.40     | 88 latencies
ID 230003   | 38    bytes | 9205.90     | 88 latencies
ID 240001   | 37    bytes | 3914.35     | 88 latencies
ID 240002   | 736   bytes | 8091.91     | 88 latencies
ID 240003   | 38    bytes | 8958.55     | 88 latencies
ID 250001   | 37    bytes | 4802.90     | 88 latencies
ID 250002   | 736   bytes | 8599.24     | 88 latencies
ID 250003   | 38    bytes | 9191.66     | 88 latencies
ID 260001   | 37    bytes | 4930.89     | 88 latencies
ID 260002   | 736   bytes | 7633.27     | 88 latencies
ID 260003   | 38    bytes | 9217.66     | 88 latencies
ID 270001   | 37    bytes | 5451.44     | 88 latencies
ID 270002   | 736   bytes | 9091.49     | 88 latencies
ID 270003   | 38    bytes | 9067.92     | 88 latencies
ID 280001   | 37    bytes | 4226.33     | 88 latencies
ID 280002   | 736   bytes | 7771.69     | 88 latencies
ID 280003   | 38    bytes | 9136.39     | 88 latencies
ID 290001   | 37    bytes | 4186.38     | 88 latencies
ID 290002   | 736   bytes | 8858.07     | 88 latencies
ID 290003   | 38    bytes | 9226.78     | 88 latencies
ID 300001   | 37    bytes | 5368.84     | 88 latencies
ID 300002   | 736   bytes | 9314.98     | 88 latencies
ID 300003   | 38    bytes | 9198.97     | 88 latencies
ID 310001   | 37    bytes | 5420.64     | 88 latencies
ID 310002   | 736   bytes | 8862.03     | 88 latencies
ID 310003   | 38    bytes | 9152.25     | 88 latencies
ID 320001   | 37    bytes | 4175.97     | 88 latencies
ID 320002   | 736   bytes | 8306.12     | 88 latencies
ID 320003   | 38    bytes | 9198.23     | 88 latencies
ID 330001   | 37    bytes | 4918.52     | 88 latencies
ID 330002   | 736   bytes | 8172.38     | 88 latencies
ID 330003   | 38    bytes | 9117.14     | 88 latencies
ID 340001   | 37    bytes | 4322.70     | 88 latencies
ID 340002   | 736   bytes | 9006.65     | 88 latencies
ID 340003   | 38    bytes | 9144.44     | 88 latencies
ID 350001   | 37    bytes | 5324.08     | 88 latencies
ID 350002   | 736   bytes | 9281.73     | 88 latencies
ID 350003   | 38    bytes | 9186.60     | 88 latencies
ID 360001   | 37    bytes | 4279.91     | 88 latencies
ID 360002   | 736   bytes | 7933.57     | 88 latencies
ID 360003   | 38    bytes | 9186.41     | 88 latencies
ID 370001   | 37    bytes | 4988.51     | 88 latencies
ID 370002   | 736   bytes | 8540.69     | 88 latencies
ID 370003   | 38    bytes | 9123.02     | 88 latencies
ID 380001   | 37    bytes | 5179.81     | 88 latencies
ID 380002   | 736   bytes | 9191.62     | 88 latencies
ID 380003   | 38    bytes | 9197.83     | 88 latencies
ID 390001   | 37    bytes | 5242.19     | 88 latencies
ID 390002   | 736   bytes | 7255.07     | 88 latencies
ID 390003   | 38    bytes | 9029.33     | 88 latencies
ID 400001   | 37    bytes | 5495.91     | 88 latencies
ID 400002   | 736   bytes | 8917.81     | 88 latencies
ID 400003   | 38    bytes | 9004.22     | 88 latencies
ID 410001   | 37    bytes | 4459.20     | 88 latencies
ID 410002   | 736   bytes | 9202.91     | 88 latencies
ID 410003   | 38    bytes | 9084.58     | 88 latencies
ID 420001   | 37    bytes | 4613.24     | 88 latencies
ID 420002   | 736   bytes | 7665.84     | 88 latencies
ID 420003   | 38    bytes | 9220.56     | 88 latencies
ID 430001   | 37    bytes | 5587.27     | 88 latencies
ID 430002   | 736   bytes | 8265.76     | 88 latencies
ID 430003   | 38    bytes | 8738.25     | 88 latencies
ID 440001   | 37    bytes | 4205.10     | 88 latencies
ID 440002   | 736   bytes | 6189.11     | 88 latencies
ID 440003   | 38    bytes | 9222.94     | 88 latencies
ID 450001   | 37    bytes | 4855.72     | 88 latencies
ID 450002   | 736   bytes | 8232.49     | 88 latencies
ID 450003   | 38    bytes | 9222.55     | 88 latencies
ID 460001   | 37    bytes | 3998.10     | 88 latencies
ID 460002   | 736   bytes | 8752.76     | 88 latencies
ID 460003   | 38    bytes | 8869.74     | 88 latencies
ID 470001   | 37    bytes | 4499.32     | 88 latencies
ID 470002   | 736   bytes | 9105.12     | 88 latencies
ID 470003   | 38    bytes | 9104.50     | 88 latencies
ID 480001   | 37    bytes | 4874.41     | 88 latencies
ID 480002   | 736   bytes | 8622.03     | 88 latencies
ID 480003   | 38    bytes | 9212.41     | 88 latencies
ID 490001   | 37    bytes | 5611.98     | 88 latencies
ID 490002   | 736   bytes | 6111.31     | 88 latencies
ID 490003   | 38    bytes | 9185.92     | 88 latencies
ID 500001   | 37    bytes | 5646.66     | 88 latencies
ID 500002   | 736   bytes | 9212.41     | 88 latencies
ID 500003   | 38    bytes | 9203.47     | 88 latencies
ID 510001   | 37    bytes | 4750.90     | 88 latencies
ID 510002   | 736   bytes | 9256.25     | 88 latencies
ID 510003   | 38    bytes | 9143.95     | 88 latencies
ID 520001   | 37    bytes | 5181.01     | 88 latencies
ID 520002   | 736   bytes | 6786.23     | 88 latencies
ID 520003   | 38    bytes | 9192.38     | 88 latencies
ID 530001   | 37    bytes | 5336.65     | 88 latencies
ID 530002   | 736   bytes | 8512.01     | 88 latencies
ID 530003   | 38    bytes | 9107.76     | 88 latencies
ID 540001   | 37    bytes | 5438.19     | 88 latencies
ID 540002   | 736   bytes | 8738.39     | 88 latencies
ID 540003   | 38    bytes | 9186.43     | 88 latencies
ID 550001   | 37    bytes | 5293.75     | 88 latencies
ID 550002   | 736   bytes | 6459.64     | 88 latencies
ID 550003   | 38    bytes | 9189.34     | 88 latencies
ID 560001   | 37    bytes | 5358.17     | 88 latencies
ID 560002   | 736   bytes | 7146.28     | 88 latencies
ID 560003   | 38    bytes | 9154.90     | 88 latencies
ID 570001   | 37    bytes | 5001.30     | 88 latencies
ID 570002   | 736   bytes | 8370.01     | 88 latencies
ID 570003   | 38    bytes | 9105.15     | 88 latencies
ID 580001   | 37    bytes | 4327.20     | 88 latencies
ID 580002   | 736   bytes | 6825.07     | 88 latencies
ID 580003   | 38    bytes | 9007.08     | 88 latencies
ID 590001   | 37    bytes | 3902.38     | 88 latencies
ID 590002   | 736   bytes | 8756.72     | 88 latencies
ID 590003   | 38    bytes | 9121.36     | 88 latencies
ID 600001   | 37    bytes | 5266.31     | 88 latencies
ID 600002   | 736   bytes | 6907.48     | 88 latencies
ID 600003   | 38    bytes | 9120.75     | 88 latencies
ID 610001   | 37    bytes | 4081.72     | 88 latencies
ID 610002   | 736   bytes | 6951.34     | 88 latencies
ID 610003   | 38    bytes | 9208.39     | 88 latencies
ID 620001   | 37    bytes | 5278.36     | 88 latencies
ID 620002   | 736   bytes | 8558.22     | 88 latencies
ID 620003   | 38    bytes | 9227.70     | 88 latencies
ID 630001   | 37    bytes | 5501.28     | 88 latencies
ID 630002   | 736   bytes | 8680.93     | 88 latencies
ID 630003   | 38    bytes | 9200.47     | 88 latencies
ID 640001   | 37    bytes | 4980.25     | 88 latencies
ID 640002   | 736   bytes | 8047.67     | 88 latencies
ID 640003   | 38    bytes | 9212.26     | 88 latencies
ID 650001   | 37    bytes | 4740.84     | 88 latencies
ID 650002   | 736   bytes | 7789.25     | 88 latencies
ID 650003   | 38    bytes | 9204.09     | 88 latencies
ID 660001   | 37    bytes | 4656.41     | 88 latencies
ID 660002   | 736   bytes | 7919.16     | 88 latencies
ID 660003   | 38    bytes | 9044.88     | 88 latencies
ID 670001   | 37    bytes | 4114.49     | 88 latencies
ID 670002   | 736   bytes | 7460.78     | 88 latencies
ID 670003   | 38    bytes | 9186.17     | 88 latencies
ID 680001   | 37    bytes | 3975.26     | 88 latencies
ID 680002   | 736   bytes | 7637.90     | 88 latencies
ID 680003   | 38    bytes | 9199.41     | 88 latencies
ID 690001   | 37    bytes | 4669.50     | 88 latencies
ID 690002   | 736   bytes | 7690.00     | 88 latencies
ID 690003   | 38    bytes | 9138.20     | 88 latencies
ID 700001   | 37    bytes | 5134.89     | 88 latencies
ID 700002   | 736   bytes | 9198.02     | 88 latencies
ID 700003   | 38    bytes | 9115.83     | 88 latencies
ID 710001   | 37    bytes | 5134.89     | 88 latencies
ID 710002   | 736   bytes | 6873.40     | 88 latencies
ID 710003   | 38    bytes | 9223.62     | 88 latencies
ID 720001   | 37    bytes | 4100.88     | 88 latencies
ID 720002   | 736   bytes | 8237.75     | 88 latencies
ID 720003   | 38    bytes | 9216.86     | 88 latencies
ID 730001   | 37    bytes | 4857.39     | 88 latencies
ID 730002   | 736   bytes | 7785.30     | 88 latencies
ID 730003   | 38    bytes | 9209.64     | 88 latencies
ID 740001   | 37    bytes | 3992.93     | 88 latencies
ID 740002   | 736   bytes | 7369.60     | 88 latencies
ID 740003   | 38    bytes | 9024.42     | 88 latencies
ID 750001   | 37    bytes | 4214.05     | 88 latencies
ID 750002   | 736   bytes | 7594.64     | 88 latencies
ID 750003   | 38    bytes | 9197.60     | 88 latencies
ID 760001   | 37    bytes | 4055.50     | 88 latencies
ID 760002   | 736   bytes | 6857.88     | 88 latencies
ID 760003   | 38    bytes | 9221.05     | 88 latencies
ID 770001   | 37    bytes | 3664.12     | 88 latencies
ID 770002   | 736   bytes | 8599.57     | 88 latencies
ID 770003   | 38    bytes | 9227.99     | 88 latencies
ID 780001   | 37    bytes | 4417.83     | 88 latencies
ID 780002   | 736   bytes | 7493.20     | 88 latencies
ID 780003   | 38    bytes | 9113.02     | 88 latencies
ID 790001   | 37    bytes | 4295.36     | 88 latencies
ID 790002   | 736   bytes | 8022.92     | 88 latencies
ID 790003   | 38    bytes | 9224.07     | 88 latencies
ID 800001   | 37    bytes | 4684.64     | 88 latencies
ID 800002   | 736   bytes | 9308.12     | 88 latencies
ID 800003   | 38    bytes | 9190.67     | 88 latencies
ID 810001   | 37    bytes | 5215.77     | 88 latencies
ID 810002   | 736   bytes | 9310.94     | 88 latencies
ID 810003   | 38    bytes | 9221.17     | 88 latencies
ID 820001   | 37    bytes | 4569.57     | 88 latencies
ID 820002   | 736   bytes | 9072.70     | 88 latencies
ID 820003   | 38    bytes | 9144.99     | 88 latencies
ID 830001   | 37    bytes | 4289.65     | 88 latencies
ID 830002   | 736   bytes | 8222.95     | 88 latencies
ID 830003   | 38    bytes | 9229.20     | 88 latencies
ID 840001   | 37    bytes | 4298.03     | 88 latencies
ID 840002   | 736   bytes | 7894.83     | 88 latencies
ID 840003   | 38    bytes | 9206.99     | 88 latencies
ID 850001   | 37    bytes | 4615.52     | 88 latencies
ID 850002   | 736   bytes | 9308.20     | 88 latencies
ID 850003   | 38    bytes | 9195.42     | 88 latencies
ID 860001   | 37    bytes | 4194.34     | 88 latencies
ID 860002   | 736   bytes | 8505.07     | 88 latencies
ID 860003   | 38    bytes | 9222.25     | 88 latencies
ID 870001   | 37    bytes | 3953.09     | 88 latencies
ID 870002   | 736   bytes | 7443.43     | 88 latencies
ID 870003   | 38    bytes | 9226.72     | 88 latencies
